"asin","ean","categories","imagesCSV","manufacturer","title","rootCategory","parentAsin","variationCSV","type","upc","mpn","brand","label","department","publisher","productGroup","partNumber","genre","model","color","size","edition","platform","format","packageHeight","packageLength","packageWidth","packageWeight","packageQuantity","isAdultProduct","binding","frequentlyBoughtTogether","features","description","hazardousMaterialType","categoryTreeId","categoryTreeName","datemaj"
"3330022086","9783330022089","71937011/","51-xMRnTg8L.jpg","LAP LAMBERT Academic Publishing","Gravitational Collapse of Stars & A Universe Dominated by Dark E","52042011","B01CMHQUM0",,"ABIS_BOOK","0","0","Starlight Packaging","LAP LAMBERT Academic Publishing","0","LAP LAMBERT Academic Publishing","Autres Livres","0",,,,,,,,"14","220","150","0.40","-1","0","Broché",,"Gobelets en plastique jetables Transparent<br>Fabriqués à partir de PET recyclable<br>à<br>Couvercle plat et large alésage pailles transparentes<br>Pour boissons froides et smoothies<br>","De à smoothie en plastique transparent avec couvercles et pailles plat. Nous aussi bien ces avec couvercles qui sont disponibles sur Amazon.",,"/52042011/69633011/71609011/71937011","/Livres anglais et étrangers/Subjects/Science/Physics","2019-06-24 10:39:36"
