"0001023314","9780001023314","13037371/","81fbTNGo%2B0L.jpg","Schott","Concerto G Major -Ensemble de Partitions","301061",,,"ABIS_BOOK","0","SCHCON115-70","Schott Publishing","Schott","0","Schott","Book","SCHCON115-70",,,,,,,,"-1","-1","-1","0.79","1","0","Partition",,,,,"/301061/301130/301144/301953/13037371","/Livres/Thèmes/Art, Musique et Cinéma/Musique/Partitions musicales","2019-08-21 23:20:30"
"0001023985","9780001023987","470986/13037371/","21fb0zY9QsL.jpg","Schott","Tambourin -Ensemble de Partitions","301061",,,"ABIS_BOOK","0","SCHCON149-50","Schott Publishing","Schott","0","Schott","Book","SCHCON149-50",,,,,,,,"-1","-1","-1","0.79","1","0","Partition",,,,,"/301061/301130/301144/301953/406874/470986","/Livres/Thèmes/Art, Musique et Cinéma/Musique/Instruments/Percussions","2019-08-21 23:20:39"
